author,title,date,style,genre,media,dimensions,tag,location,link,image
Roger Weik,Untitled,"2006;  Los Angeles, United States",Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads3.wikiart.org/images/roger-weik/untitled-2006.jpg,untitled-2006.jpg
Roger Weik,White with Red,"2006;  Los Angeles, United States",Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads0.wikiart.org/images/roger-weik/white-with-red-2006.jpg,white-with-red-2006.jpg
Roger Weik,Pompei,"2006;  Los Angeles, United States",Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads1.wikiart.org/images/roger-weik/pompei-2006.jpg,pompei-2006.jpg
Roger Weik,Untitled,"2006;  Los Angeles, United States",Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads5.wikiart.org/images/roger-weik/untitled-2006-1.jpg,untitled-2006-1.jpg
Roger Weik,Water Eternity,"2006;  Los Angeles, United States",Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads0.wikiart.org/images/roger-weik/water-eternity-2006.jpg,water-eternity-2006.jpg
Roger Weik,The Pure,"2006;  Los Angeles, United States",Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads3.wikiart.org/images/roger-weik/the-pure-2006.jpg,the-pure-2006.jpg
Roger Weik,Lotus Dissolved,"2006;  Los Angeles, United States",Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads1.wikiart.org/images/roger-weik/lotus-dissolved-2006.jpg,lotus-dissolved-2006.jpg
Roger Weik,The Dark Ages,"2006;  Los Angeles, United States",Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads8.wikiart.org/images/roger-weik/the-dark-ages-2006.jpg,the-dark-ages-2006.jpg
Roger Weik,Number 17,"2006;  Los Angeles, United States",Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads4.wikiart.org/images/roger-weik/number-17-2006.jpg,number-17-2006.jpg
Roger Weik,Number 8,"2006;  Los Angeles, United States",Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads3.wikiart.org/images/roger-weik/number-6-2006.jpg,number-6-2006.jpg
Roger Weik,Number 20,"2006;  Los Angeles, United States",Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads4.wikiart.org/images/roger-weik/number-20-2006.jpg,number-20-2006.jpg
Roger Weik,"Yesterday, Today and Tommorrow","2006;  Los Angeles, United States",Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads6.wikiart.org/images/roger-weik/yesterday-today-and-tommorrow-2006.jpg,yesterday-today-and-tommorrow-2006.jpg
Roger Weik,"INSTALLATION:  Yesterday, Today and Tommorrow","2006;  Los Angeles, United States",Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads8.wikiart.org/images/roger-weik/yesterday-today-and-tommorrow-2006-1.jpg,yesterday-today-and-tommorrow-2006-1.jpg
Roger Weik,"""Prisoner"" 2007   SIU-E Annual Art Auction  2017","2007; Los Angeles, California, United States",N/A,abstract,N/A,N/A,N/A,N/A,Not Found,prisoner-2007-siu-e-annual-art-auction-2017-2007.jpg
Roger Weik,Rumor Has It,"2007;  Los Angeles, United States",Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads7.wikiart.org/images/roger-weik/rumor-has-it-2007.jpg,rumor-has-it-2007.jpg
Roger Weik,Dusk,"2007;  Los Angeles, United States",Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads8.wikiart.org/images/roger-weik/dusk-2007.jpg,dusk-2007.jpg
Roger Weik,Covenant,"2007;  Los Angeles, United States",Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads3.wikiart.org/images/roger-weik/covenant-2007.jpg,covenant-2007.jpg
Roger Weik,Number 843,"2007;  Los Angeles, United States",Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads5.wikiart.org/images/roger-weik/number-843-2007.jpg,number-843-2007.jpg
Roger Weik,Number 180,"2007;  Los Angeles, United States",Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads5.wikiart.org/images/roger-weik/number-180-2007.jpg,number-180-2007.jpg
Roger Weik,Nebo,"2007;  Los Angeles, United States",Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads8.wikiart.org/images/roger-weik/nebo-2007.jpg,nebo-2007.jpg
Roger Weik,Then and Now,"2007;  Los Angeles, United States",Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads7.wikiart.org/images/roger-weik/then-and-now-2007.jpg,then-and-now-2007.jpg
Roger Weik,Number 26,"2007;  Los Angeles, United States",Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads8.wikiart.org/images/roger-weik/number-26.jpg,number-26.jpg
Roger Weik,Babylon,"2007;  Los Angeles, United States",Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads2.wikiart.org/images/roger-weik/babylon-2007.jpg,babylon-2007.jpg
Roger Weik,"Installation William Merrill Gallery ""White on White""","2007;  Los Angeles, United States",Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads1.wikiart.org/images/roger-weik/installation-william-merrill-gallery-white-on-white-2007.jpg,installation-william-merrill-gallery-white-on-white-2007.jpg
Roger Weik,"""Dawning""  2008   CARNEGIE ART MUSEUM  2016","2008; Los Angeles, California, United States",N/A,abstract,N/A,N/A,N/A,N/A,Not Found,dawning-2008-carnegie-art-museum-2016-2008.jpg
Roger Weik,Inhale,"2008;  Los Angeles, United States",Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads1.wikiart.org/images/roger-weik/inhale-2008.jpg,inhale-2008.jpg
Roger Weik,Waves of Light,"2005 - 2008;  Los Angeles, United States",Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads0.wikiart.org/images/roger-weik/waves-of-light-2008.jpg,waves-of-light-2008.jpg
Roger Weik,Half Moon Bay,"2008;  Los Angeles, United States",Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads8.wikiart.org/images/roger-weik/half-moon-bay-2008.jpg,half-moon-bay-2008.jpg
Roger Weik,Norwegian Mood,"2008;  Los Angeles, United States",Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads3.wikiart.org/images/roger-weik/norwegian-mood-2008(2).jpg,norwegian-mood-2008.jpg
Roger Weik,Eternal Deep,"2008;  Los Angeles, United States",Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads7.wikiart.org/images/roger-weik/eternal-deep-2008.jpg,eternal-deep-2008.jpg
Roger Weik,Babylon,"2008;  Los Angeles, United States",Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads2.wikiart.org/images/roger-weik/babylon-2008.jpg,babylon-2008.jpg
Roger Weik,Number 73,"2008;  Los Angeles, United States",Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads4.wikiart.org/images/roger-weik/number-73-2008.jpg,number-73-2008.jpg
Roger Weik,Number 82,"2008;  Los Angeles, United States",Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads4.wikiart.org/images/roger-weik/number-82-2008.jpg,number-82-2008.jpg
Roger Weik,Leap of Faith,"2008;  Los Angeles, United States",Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads8.wikiart.org/images/roger-weik/leap-of-faith-2008.jpg,leap-of-faith-2008.jpg
Roger Weik,Reflections of the Night,2008,Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads1.wikiart.org/images/roger-weik/reflections-of-the-night-2008.jpg,reflections-of-the-night-2008.jpg
Roger Weik,Orange and Grey,"2008;  Los Angeles, United States",Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads1.wikiart.org/images/roger-weik/orange-and-grey-2008.jpg,orange-and-grey-2008.jpg
Roger Weik,Law of the Heart,"2008;  Los Angeles, United States",Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads2.wikiart.org/images/roger-weik/law-of-the-heart-2008.jpg,law-of-the-heart-2008.jpg
Roger Weik,Untitled 79,"2008;  Los Angeles, United States",Abstract Expressionism,abstract,paper,N/A,N/A,N/A,https://uploads6.wikiart.org/images/roger-weik/untitled-79-2008.jpg,untitled-79-2008.jpg
Roger Weik,Painting with Blue Form,"2008;  Los Angeles, United States",Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads0.wikiart.org/images/roger-weik/painting-with-blue-form-2008.jpg,painting-with-blue-form-2008.jpg
Roger Weik,Number 113,"2008;  Los Angeles, United States",Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads5.wikiart.org/images/roger-weik/number-113-2008.jpg,number-113-2008.jpg
Roger Weik,Antigua,"2008;  Los Angeles, United States",Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads2.wikiart.org/images/roger-weik/antigua-2008.jpg,antigua-2008.jpg
Roger Weik,Burning,"2008;  Los Angeles, United States",Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads2.wikiart.org/images/roger-weik/burning-2008.jpg,burning-2008.jpg
Roger Weik,"Installation  ""Half Moon Bay""    Triptych  2008","2008;  Los Angeles, United States",Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads8.wikiart.org/images/roger-weik/installation-half-moon-bay-triptych-2008-2008.jpg,installation-half-moon-bay-triptych-2008-2008.jpg
Roger Weik,SB-2,"2009; Los Angeles, United States",Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads8.wikiart.org/images/roger-weik/sb-2-2009.jpg,sb-2-2009.jpg
Roger Weik,Spiritual Harmony,"2009;  Los Angeles, United States",Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads6.wikiart.org/images/roger-weik/spiritual-harmony-2009(1).jpg,spiritual-harmony-2009.jpg
Roger Weik,Number 81,"2009;  Los Angeles, United States",Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads4.wikiart.org/images/roger-weik/number-81-2009.jpg,number-81-2009.jpg
Roger Weik,Essence,"2009;  Los Angeles, United States",Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads2.wikiart.org/images/roger-weik/essence-2009.jpg,essence-2009.jpg
Roger Weik,"Red, Yellow, Blue","2009;  Los Angeles, United States",Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads1.wikiart.org/images/roger-weik/red-yellow-blue-2009.jpg,red-yellow-blue-2009.jpg
Roger Weik,SB-34,"2009;  Los Angeles, United States",Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads0.wikiart.org/images/roger-weik/sb-34-2009.jpg,sb-34-2009.jpg
Roger Weik,SB-47,"2009; Los Angeles, United States",Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads0.wikiart.org/images/roger-weik/sb-47-2009.jpg,sb-47-2009.jpg
Roger Weik,Sea and Silence,"2009;  Los Angeles, United States",Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads1.wikiart.org/images/roger-weik/sea-and-silence-2009.jpg,sea-and-silence-2009.jpg
Roger Weik,London Blue,"2009;  Los Angeles, United States",Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads6.wikiart.org/images/roger-weik/london-blue-2009.jpg,london-blue-2009.jpg
Roger Weik,Suspicion,"2009;  Los Angeles, United States",Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads4.wikiart.org/images/roger-weik/suspicion-2009.jpg,suspicion-2009.jpg
Roger Weik,Spirit Resonance,"2009;  Los Angeles, United States",Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads2.wikiart.org/images/roger-weik/spirit-resonance-2009.jpg,spirit-resonance-2009.jpg
Roger Weik,Armada,"2009;  Los Angeles, United States",Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads1.wikiart.org/images/roger-weik/armada-2009.jpg,armada-2009.jpg
Roger Weik,SB-20,"2009;  Los Angeles, United States",Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads0.wikiart.org/images/roger-weik/sb-20-2009.jpg,sb-20-2009.jpg
Roger Weik,Flame,"2009;  Los Angeles, United States",Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads0.wikiart.org/images/roger-weik/flame-2009.jpg,flame-2009.jpg
Roger Weik,Awakening,"2009;  Los Angeles, United States",Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads4.wikiart.org/images/roger-weik/awakening-2009.jpg,awakening-2009.jpg
Roger Weik,Blueprint,"2009;  Los Angeles, United States",Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads4.wikiart.org/images/roger-weik/blueprint-2009.jpg,blueprint-2009.jpg
Roger Weik,SB-3,"2009;  Los Angeles, United States",Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads8.wikiart.org/images/roger-weik/sb-3-2009.jpg,sb-3-2009.jpg
Roger Weik,Red Eye,"2009;  Los Angeles, United States",Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads2.wikiart.org/images/roger-weik/red-eye-2009.jpg,red-eye-2009.jpg
Roger Weik,SB-45,"2009;  Los Angeles, United States",Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads0.wikiart.org/images/roger-weik/sb-45-2009.jpg,sb-45-2009.jpg
Roger Weik,Pali,"2009;  Los Angeles, United States",Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads8.wikiart.org/images/roger-weik/pali-2009.jpg,pali-2009.jpg
Roger Weik,Bleu Green,"2009;  Los Angeles, United States",Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads5.wikiart.org/images/roger-weik/bleu-green-2009.jpg,bleu-green-2009.jpg
Roger Weik,1000 Words,"2010;  Los Angeles, United States",Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads8.wikiart.org/images/roger-weik/1000-words-2010(1).jpg,1000-words-2010.jpg
Roger Weik,Number 76,"2010;  Los Angeles, United States",Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads4.wikiart.org/images/roger-weik/number-76-2010.jpg,number-76-2010.jpg
Roger Weik,Number 94,"2010;  Los Angeles, United States",Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads4.wikiart.org/images/roger-weik/number-94-2010.jpg,number-94-2010.jpg
Roger Weik,The Path,"2010;  Los Angeles, United States",Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads6.wikiart.org/images/roger-weik/the-path-2010(1).jpg,the-path-2010.jpg
Roger Weik,Mirror Pool,"2010;  Los Angeles, United States",Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads6.wikiart.org/images/roger-weik/mirror-pool-2010.jpg,mirror-pool-2010.jpg
Roger Weik,Push Left,"2010;  Los Angeles, United States",Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads7.wikiart.org/images/roger-weik/push-left-2010(1).jpg,push-left-2010.jpg
Roger Weik,Blue Allium,"2010;  Los Angeles, United States",Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads6.wikiart.org/images/roger-weik/blue-allium-2010.jpg,blue-allium-2010.jpg
Roger Weik,Number 83,"2010;  Los Angeles, United States",Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads4.wikiart.org/images/roger-weik/number-83-2010.jpg,number-83-2010.jpg
Roger Weik,Number 77,"2010;  Los Angeles, United States",Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads4.wikiart.org/images/roger-weik/number-77-2010.jpg,number-77-2010.jpg
Roger Weik,Eros,"2010;  Los Angeles, United States",Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads8.wikiart.org/images/roger-weik/eros-2010.jpg,eros-2010.jpg
Roger Weik,Number 74,"2010;  Los Angeles, United States",Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads4.wikiart.org/images/roger-weik/number-74-2010.jpg,number-74-2010.jpg
Roger Weik,"""Green Geisha""","2010 - 2011; Los Angeles, California, United States",N/A,abstract,N/A,N/A,N/A,N/A,Not Found,green-geisha-2011-0.jpg
Roger Weik,"""Green Geisha""","2010 - 2011; Los Angeles, California, United States",N/A,abstract,N/A,N/A,N/A,N/A,Not Found,green-geisha-2011.jpg
Roger Weik,Number 74,"2011;  Los Angeles, United States",Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads7.wikiart.org/images/roger-weik/number-74-2011(1).jpg,number-74-2011.jpg
Roger Weik,Number 78,2011,Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads7.wikiart.org/images/roger-weik/number-78-2011(1).jpg,number-78-2011.jpg
Roger Weik,Number 98,"2011;  Los Angeles, United States",Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads4.wikiart.org/images/roger-weik/number-98-2011.jpg,number-98-2011.jpg
Roger Weik,Number 70,"2011;  Los Angeles, United States",Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads4.wikiart.org/images/roger-weik/number-70-2011.jpg,number-70-2011.jpg
Roger Weik,Number 80,"2011;  Los Angeles, United States",Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads4.wikiart.org/images/roger-weik/number-80-2011.jpg,number-80-2011.jpg
Roger Weik,Number 72,"2011;  Los Angeles, United States",Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads4.wikiart.org/images/roger-weik/number-72-2011.jpg,number-72-2011.jpg
Roger Weik,Number 73,"2011;  Los Angeles, United States",Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads8.wikiart.org/images/roger-weik/number-73.jpg,number-73.jpg
Roger Weik,Number 86,"2011;  Los Angeles, United States",Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads4.wikiart.org/images/roger-weik/number-86-2011.jpg,number-86-2011.jpg
Roger Weik,"""Visible Leads""","2011;  Los Angeles, United States",Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads2.wikiart.org/images/roger-weik/lady-of-the-lake-2011.jpg,lady-of-the-lake-2011.jpg
Roger Weik,Number 84,"2011;  Los Angeles, United States",N/A,abstract,N/A,N/A,N/A,N/A,https://uploads4.wikiart.org/images/roger-weik/number-84-2011.jpg,number-84-2011.jpg
Roger Weik,"""Dream Spiral"" 2012","2012; Los Angeles, California, United States",N/A,abstract,N/A,30 x 24 cm,N/A,N/A,Not Found,dream-spiral-2012-2012.jpg
Roger Weik,Number 54,"2012;  Los Angeles, United States",Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads4.wikiart.org/images/roger-weik/number-54-2012.jpg,number-54-2012.jpg
Roger Weik,Number 118,"2012;  Los Angeles, United States",Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads5.wikiart.org/images/roger-weik/number-118-2012.jpg,number-118-2012.jpg
Roger Weik,Number 96,"2012;  Los Angeles, United States",Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads4.wikiart.org/images/roger-weik/number-96-2012.jpg,number-96-2012.jpg
Roger Weik,Number 114,"2012;  Los Angeles, United States",Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads5.wikiart.org/images/roger-weik/number-114-2012.jpg,number-114-2012.jpg
Roger Weik,Number 40,"2012;  Los Angeles, United States",Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads4.wikiart.org/images/roger-weik/number-40-2012.jpg,number-40-2012.jpg
Roger Weik,Number 86,"2012;  Los Angeles, United States",Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads4.wikiart.org/images/roger-weik/number-86-2012.jpg,number-86-2012.jpg
Roger Weik,Number 86a,"2012;  Los Angeles, United States",Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads5.wikiart.org/images/roger-weik/number-86a-2012.jpg,number-86a-2012.jpg
Roger Weik,Number 90,"2012;  Los Angeles, United States",Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads4.wikiart.org/images/roger-weik/number-90-2012.jpg,number-90-2012.jpg
Roger Weik,Number 71,"2012;  Los Angeles, United States",Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads4.wikiart.org/images/roger-weik/number-71-2012.jpg,number-71-2012.jpg
Roger Weik,Number 108,"2012;  Los Angeles, United States",Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads5.wikiart.org/images/roger-weik/number-108-2012.jpg,number-108-2012.jpg
Roger Weik,Number 13,"2012;  Los Angeles, United States",Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads4.wikiart.org/images/roger-weik/number-13-2012.jpg,number-13-2012.jpg
Roger Weik,Number 140,"2012;  Los Angeles, United States",Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads5.wikiart.org/images/roger-weik/number-140-2012.jpg,number-140-2012.jpg
Roger Weik,Dance on Fire,"2012;  Los Angeles, United States",Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads8.wikiart.org/images/roger-weik/dance-on-fire-2012.jpg,dance-on-fire-2012.jpg
Roger Weik,Number 86,"2012;  Los Angeles, United States",Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads0.wikiart.org/images/roger-weik/number-86-2012-1(1).jpg,number-86-2012-1.jpg
Roger Weik,Number 92,"2012;  Los Angeles, United States",Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads4.wikiart.org/images/roger-weik/number-92-2012.jpg,number-92-2012.jpg
Roger Weik,Number 120,"2012;  Los Angeles, United States",Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads5.wikiart.org/images/roger-weik/number-120-2012.jpg,number-120-2012.jpg
Roger Weik,Number 85a,"2012;  Los Angeles, United States",Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads5.wikiart.org/images/roger-weik/number-85a-2012.jpg,number-85a-2012.jpg
Roger Weik,Number 75,"2012;  Los Angeles, United States",Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads4.wikiart.org/images/roger-weik/number-75-2012.jpg,number-75-2012.jpg
Roger Weik,Number 58,"2012;  Los Angeles, United States",Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads4.wikiart.org/images/roger-weik/number-58-2012.jpg,number-58-2012.jpg
Roger Weik,Number 84,"2012;  Los Angeles, United States",Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads6.wikiart.org/images/roger-weik/number-84-2012-1.jpg,number-84-2012-1.jpg
Roger Weik,Number 51,"2012;  Los Angeles, United States",Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads4.wikiart.org/images/roger-weik/number-51-2012.jpg,number-51-2012.jpg
Roger Weik,Number 83,"2012;  Los Angeles, United States",Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads4.wikiart.org/images/roger-weik/number-83-2012.jpg,number-83-2012.jpg
Roger Weik,Number 82,"2012;  Los Angeles, United States",Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads4.wikiart.org/images/roger-weik/number-82-2012.jpg,number-82-2012.jpg
Roger Weik,Number 84,"2012;  Los Angeles, United States",Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads6.wikiart.org/images/roger-weik/number-84-2012-2.jpg,number-84-2012-2.jpg
Roger Weik,Number 92,"2012;  Los Angeles, United States",Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads6.wikiart.org/images/roger-weik/number-92-2012-1.jpg,number-92-2012-1.jpg
Roger Weik,Number 53,"2012;  Los Angeles, United States",Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads4.wikiart.org/images/roger-weik/number-53-2012.jpg,number-53-2012.jpg
Roger Weik,Number 92,"2012;  Los Angeles, United States",Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads6.wikiart.org/images/roger-weik/number-92-2012-2.jpg,number-92-2012-2.jpg
Roger Weik,Number 119,"2013;  Los Angeles, United States",Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads5.wikiart.org/images/roger-weik/number-119-2013.jpg,number-119-2013.jpg
Roger Weik,Number 83,"2013;  Los Angeles, United States",Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads4.wikiart.org/images/roger-weik/number-83-2013.jpg,number-83-2013.jpg
Roger Weik,Number 69,"2013;  Los Angeles, United States",Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads6.wikiart.org/images/roger-weik/number-69-2013-1.jpg,number-69-2013-1.jpg
Roger Weik,King Cobra,"2013;  Los Angeles, United States",Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads8.wikiart.org/images/roger-weik/king-cobra-2013(2).jpg,king-cobra-2013.jpg
Roger Weik,Number 20,"2013;  Los Angeles, United States",Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads7.wikiart.org/images/roger-weik/number-20-2013(1).jpg,number-20-2013.jpg
Roger Weik,Number 183,"2013;  Los Angeles, United States",Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads8.wikiart.org/images/roger-weik/number-183-2013(1).jpg,number-183-2013.jpg
Roger Weik,Number 89,"2013;  Los Angeles, United States",Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads4.wikiart.org/images/roger-weik/number-89-2013.jpg,number-89-2013.jpg
Roger Weik,Number 19,"2013;  Los Angeles, United States",Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads4.wikiart.org/images/roger-weik/number-19-2013.jpg,number-19-2013.jpg
Roger Weik,Number 124,"2013;  Los Angeles, United States",Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads5.wikiart.org/images/roger-weik/number-124-2013.jpg,number-124-2013.jpg
Roger Weik,Number 203,"2013;  Los Angeles, United States",Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads5.wikiart.org/images/roger-weik/number-203-2013.jpg,number-203-2013.jpg
Roger Weik,Number 126,"2013;  Los Angeles, United States",Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads5.wikiart.org/images/roger-weik/number-126-2013.jpg,number-126-2013.jpg
Roger Weik,Pillar of Fire,"2013;  Los Angeles, United States",Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads2.wikiart.org/images/roger-weik/pillar-of-fire-2013-3.jpg,pillar-of-fire-2013-3.jpg
Roger Weik,Number 187c,"2013;  Los Angeles, United States",Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads6.wikiart.org/images/roger-weik/number-187c-2013.jpg,number-187c-2013.jpg
Roger Weik,Number 84,"2013;  Los Angeles, United States",Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads4.wikiart.org/images/roger-weik/number-84-2013.jpg,number-84-2013.jpg
Roger Weik,Number 211,"2013;  Los Angeles, United States",Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads5.wikiart.org/images/roger-weik/number-211-2013.jpg,number-211-2013.jpg
Roger Weik,Number 59,"2013;  Los Angeles, United States",Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads4.wikiart.org/images/roger-weik/number-59-2013.jpg,number-59-2013.jpg
Roger Weik,Number 23,"2013;  Los Angeles, United States",Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads4.wikiart.org/images/roger-weik/number-23-2013.jpg,number-23-2013.jpg
Roger Weik,Number 117,"2013;  Los Angeles, United States",Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads5.wikiart.org/images/roger-weik/number-117-2013.jpg,number-117-2013.jpg
