author,title,date,style,genre,media,dimensions,tag,location,link,image
Ben Nicholson,Turkish form,1967,Cubism,sketch and study,N/A,N/A,N/A,N/A,https://uploads1.wikiart.org/images/ben-nicholson/turkish-form-1967.jpg,turkish-form-1967.jpg
Ben Nicholson,Turkish sundial & column,1967,Cubism,sketch and study,N/A,N/A,N/A,N/A,https://uploads2.wikiart.org/images/ben-nicholson/turkish-sundial-column-1967.jpg,turkish-sundial-column-1967.jpg
Ben Nicholson,20 April 1979 (vertical stripe),1979,Cubism,sketch and study,N/A,N/A,N/A,N/A,https://uploads0.wikiart.org/images/ben-nicholson/20-april-1979-vertical-stripe-1979.jpg,20-april-1979-vertical-stripe-1979.jpg
Pierre Daura,Untitled (Montmartre),1917,Expressionism,cityscape,N/A,N/A,N/A,N/A,https://uploads7.wikiart.org/images/pierre-daura/untitled-montmartre-1917.jpg,untitled-montmartre-1917.jpg
Pierre Daura,Calafons à Minorque,1927,Post-Impressionism,landscape,N/A,N/A,N/A,N/A,https://uploads5.wikiart.org/images/pierre-daura/calafons-minorque-1927.jpg,calafons-minorque-1927.jpg
Pierre Daura,F1,1930,Abstract Art,abstract,N/A,N/A,N/A,N/A,https://uploads8.wikiart.org/images/pierre-daura/f1-1930.jpg,f1-1930.jpg
Pierre Daura,White Houses,1935,Post-Impressionism,landscape,N/A,N/A,N/A,N/A,https://uploads0.wikiart.org/images/pierre-daura/white-houses-1935.jpg,white-houses-1935.jpg
Pierre Daura,Civilisation 1937: La Cultura del Odio,1939,Expressionism,genre painting,N/A,N/A,N/A,N/A,https://uploads7.wikiart.org/images/pierre-daura/civilisation-1937-la-cultura-del-odio-1939.jpg,civilisation-1937-la-cultura-del-odio-1939.jpg
Pierre Daura,Untitled (Church in snow with rose sky),1939,Post-Impressionism,cityscape,N/A,N/A,N/A,N/A,https://uploads7.wikiart.org/images/pierre-daura/untitled-church-in-snow-with-rose-sky-1939.jpg,untitled-church-in-snow-with-rose-sky-1939.jpg
Pierre Daura,Fall at the McCorkle's Barn,1942,Post-Impressionism,landscape,N/A,N/A,N/A,N/A,https://uploads6.wikiart.org/images/pierre-daura/fall-at-the-mccorkle-s-barn-1942.jpg,fall-at-the-mccorkle-s-barn-1942.jpg
Pierre Daura,Corn Shocks and Jump Mountain,1950,Post-Impressionism,landscape,N/A,N/A,N/A,N/A,https://uploads8.wikiart.org/images/pierre-daura/corn-shocks-and-jump-mountain-1950.jpg,corn-shocks-and-jump-mountain-1950.jpg
Pierre Daura,The Couple,1950,Expressionism,portrait,N/A,N/A,N/A,N/A,https://uploads7.wikiart.org/images/pierre-daura/the-couple-1950.jpg,the-couple-1950.jpg
Pierre Daura,Winter Landscape,1950,Post-Impressionism,landscape,N/A,N/A,N/A,N/A,https://uploads4.wikiart.org/images/pierre-daura/winter-landscape-1950.jpg,winter-landscape-1950.jpg
Pierre Daura,Untitled (Seated Woman),1963,Expressionism,sculpture,N/A,N/A,N/A,N/A,https://uploads0.wikiart.org/images/pierre-daura/untitled-seated-woman-1963.jpg,untitled-seated-woman-1963.jpg
Pierre Daura,Breton House and Church,1964,"Cubism, Post-Impressionism",cityscape,N/A,N/A,N/A,N/A,https://uploads2.wikiart.org/images/pierre-daura/breton-house-and-church-1964.jpg,breton-house-and-church-1964.jpg
Pierre Daura,Untitled (Daura in blue and green shirt with cane),1971,Post-Impressionism,self-portrait,N/A,N/A,N/A,N/A,https://uploads0.wikiart.org/images/pierre-daura/untitled-daura-in-blue-and-green-shirt-with-cane-1971.jpg,untitled-daura-in-blue-and-green-shirt-with-cane-1971.jpg
Pierre Daura,"Autumn Trees, possibly Rockbridge County, Virginia",N/A,Post-Impressionism,landscape,N/A,N/A,N/A,N/A,https://uploads4.wikiart.org/images/pierre-daura/autumn-trees-possibly-rockbridge-county-virginia.jpg,autumn-trees-possibly-rockbridge-county-virginia.jpg
Pierre Daura,Self-Portrait with Easel,N/A,Post-Impressionism,self-portrait,N/A,N/A,N/A,N/A,https://uploads7.wikiart.org/images/pierre-daura/self-portrait-with-easel.jpg,self-portrait-with-easel.jpg
Gerard Schneider,Composition,1948,Tachisme,abstract,N/A,N/A,N/A,N/A,https://uploads3.wikiart.org/images/gerard-schneider/composition-1948.jpg,composition-1948.jpg
Gerard Schneider,Opus 22 B,1953,Tachisme,abstract,N/A,N/A,N/A,N/A,https://uploads1.wikiart.org/images/gerard-schneider/opus-22-b-1953.jpg,opus-22-b-1953.jpg
Gerard Schneider,82C,1958,Tachisme,abstract,N/A,N/A,N/A,N/A,https://uploads4.wikiart.org/images/gerard-schneider/82c-1958.jpg,82c-1958.jpg
Gerard Schneider,Untitled,1963,Tachisme,abstract,N/A,N/A,N/A,N/A,https://uploads0.wikiart.org/images/gerard-schneider/untitled-1963.jpg,untitled-1963.jpg
Gerard Schneider,"Untitled from 'Poèmes d'Eugenio Montale', Milan",1964,Tachisme,abstract,N/A,N/A,N/A,N/A,https://uploads0.wikiart.org/images/gerard-schneider/untitled-from-po-mes-d-eugenio-montale-milan-1964.jpg,untitled-from-po-mes-d-eugenio-montale-milan-1964.jpg
Gerard Schneider,Opus 21H,1965,Tachisme,abstract,N/A,N/A,N/A,N/A,https://uploads0.wikiart.org/images/gerard-schneider/opus-21h-1965.jpg,opus-21h-1965.jpg
Gerard Schneider,Opus 110,1968,Tachisme,abstract,N/A,N/A,N/A,N/A,https://uploads0.wikiart.org/images/gerard-schneider/opus-110-1968.jpg,opus-110-1968.jpg
Gerard Schneider,Untitled,1968,Tachisme,abstract,N/A,N/A,N/A,N/A,https://uploads0.wikiart.org/images/gerard-schneider/untitled-1968.jpg,untitled-1968.jpg
Gerard Schneider,Opus 79,1969,Tachisme,abstract,N/A,N/A,N/A,N/A,https://uploads8.wikiart.org/images/gerard-schneider/opus-79-1969.jpg,opus-79-1969.jpg
Gerard Schneider,Composition,1970,Tachisme,abstract,N/A,N/A,N/A,N/A,https://uploads3.wikiart.org/images/gerard-schneider/composition-1970.jpg,composition-1970.jpg
Gerard Schneider,Untitled,1970,Tachisme,abstract,N/A,N/A,N/A,N/A,https://uploads0.wikiart.org/images/gerard-schneider/untitled-1970.jpg,untitled-1970.jpg
Gerard Schneider,Abstract Composition,1971,Tachisme,abstract,N/A,N/A,N/A,N/A,https://uploads3.wikiart.org/images/gerard-schneider/abstract-composition-1971.jpg,abstract-composition-1971.jpg
Gerard Schneider,Untitled,1973,Tachisme,abstract,N/A,N/A,N/A,N/A,https://uploads0.wikiart.org/images/gerard-schneider/untitled-1973.jpg,untitled-1973.jpg
Gerard Schneider,93 K,1974,Tachisme,abstract,N/A,N/A,N/A,N/A,https://uploads5.wikiart.org/images/gerard-schneider/93-k-1974.jpg,93-k-1974.jpg
Gerard Schneider,Abstract Composition,1974,Tachisme,abstract,N/A,N/A,N/A,N/A,https://uploads3.wikiart.org/images/gerard-schneider/abstract-composition-1974.jpg,abstract-composition-1974.jpg
Gerard Schneider,Composition à fond vert,1975,Tachisme,abstract,N/A,N/A,N/A,N/A,https://uploads4.wikiart.org/images/gerard-schneider/composition-fond-vert-1975.jpg,composition-fond-vert-1975.jpg
Gerard Schneider,Untitled,1986,Tachisme,abstract,N/A,N/A,N/A,N/A,https://uploads0.wikiart.org/images/gerard-schneider/untitled-1986.jpg,untitled-1986.jpg
Gerard Schneider,Composition,N/A,Tachisme,abstract,N/A,N/A,N/A,N/A,https://uploads7.wikiart.org/images/gerard-schneider/composition.jpg,composition.jpg
Mordecai Ardon,Ein Karem,1944,Expressionism,landscape,N/A,N/A,N/A,N/A,https://uploads8.wikiart.org/images/mordecai-ardon/ein-karem-1944.jpg,ein-karem-1944.jpg
Mordecai Ardon,Sarah,1947,Expressionism,religious painting,N/A,N/A,N/A,N/A,https://uploads4.wikiart.org/images/mordecai-ardon/sarah-1947.jpg,sarah-1947.jpg
Mordecai Ardon,For the Fallen - Center panel: The House of Cards,1956,"Abstract Art, Surrealism",symbolic painting,N/A,N/A,N/A,N/A,https://uploads0.wikiart.org/images/mordecai-ardon/for-the-fallen-center-panel-the-house-of-cards-1956.jpg,for-the-fallen-center-panel-the-house-of-cards-1956.jpg
Mordecai Ardon,For the Fallen - Left-hand panel: The Traps,1956,"Abstract Art, Surrealism",symbolic painting,N/A,N/A,N/A,N/A,https://uploads3.wikiart.org/images/mordecai-ardon/for-the-fallen-left-hand-panel-the-traps-1956.jpg,for-the-fallen-left-hand-panel-the-traps-1956.jpg
Mordecai Ardon,For the Fallen - Right-hand panel: The Unborn,1956,"Abstract Art, Surrealism",symbolic painting,N/A,N/A,N/A,N/A,https://uploads5.wikiart.org/images/mordecai-ardon/for-the-fallen-right-hand-panel-the-unborn-1956.jpg,for-the-fallen-right-hand-panel-the-unborn-1956.jpg
Mordecai Ardon,For the Fallen (Triptych),1956,"Abstract Art, Surrealism",symbolic painting,N/A,N/A,N/A,N/A,https://uploads4.wikiart.org/images/mordecai-ardon/for-the-fallen-triptych-1956.jpg,for-the-fallen-triptych-1956.jpg
Mordecai Ardon,Testament of a Dead Leaf,1959,Abstract Expressionism,symbolic painting,N/A,N/A,N/A,N/A,https://uploads5.wikiart.org/images/mordecai-ardon/testament-of-a-dead-leaf-1959.jpg,testament-of-a-dead-leaf-1959.jpg
Mordecai Ardon,Tammuz,1962,Surrealism,figurative,N/A,N/A,N/A,N/A,https://uploads5.wikiart.org/images/mordecai-ardon/tammuz-1962.jpg,tammuz-1962.jpg
Mordecai Ardon,Eve,1963,Surrealism,religious painting,N/A,N/A,N/A,N/A,https://uploads2.wikiart.org/images/mordecai-ardon/eve-1963.jpg,eve-1963.jpg
Mordecai Ardon,Sunset,1964,Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads5.wikiart.org/images/mordecai-ardon/sunset-1964.jpg,sunset-1964.jpg
Mordecai Ardon,To the Morning Star,1968,Abstract Art,cloudscape,N/A,N/A,N/A,N/A,https://uploads0.wikiart.org/images/mordecai-ardon/to-the-morning-star-1968.jpg,to-the-morning-star-1968.jpg
Mordecai Ardon,Yorah,1968,Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads4.wikiart.org/images/mordecai-ardon/yorah-1968.jpg,yorah-1968.jpg
Mordecai Ardon,Feuille Avec Croix,1971,Abstract Expressionism,symbolic painting,N/A,N/A,N/A,N/A,https://uploads8.wikiart.org/images/mordecai-ardon/feuille-avec-croix-1971.jpg,feuille-avec-croix-1971.jpg
Mordecai Ardon,Last Curtain Call of the Palettes,1978,"Abstract Art, Surrealism",symbolic painting,N/A,N/A,N/A,N/A,https://uploads5.wikiart.org/images/mordecai-ardon/last-curtain-call-of-the-palettes-1978.jpg,last-curtain-call-of-the-palettes-1978.jpg
Mordecai Ardon,Rhythmic,1978,Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads7.wikiart.org/images/mordecai-ardon/rhythmic-1978.jpg,rhythmic-1978.jpg
Mordecai Ardon,La Grand Poupee,1985,"Abstract Art, Surrealism",symbolic painting,N/A,N/A,N/A,N/A,https://uploads5.wikiart.org/images/mordecai-ardon/la-grand-poupee-1985.jpg,la-grand-poupee-1985.jpg
Mordecai Ardon,La Rosette pour Rikuda,1987,"Abstract Art, Surrealism",symbolic painting,N/A,N/A,N/A,N/A,https://uploads3.wikiart.org/images/mordecai-ardon/la-rosette-pour-rikuda-1987.jpg,la-rosette-pour-rikuda-1987.jpg
Mordecai Ardon,Composition with the Sun,N/A,Abstract Expressionism,cloudscape,N/A,N/A,N/A,N/A,https://uploads0.wikiart.org/images/mordecai-ardon/composition-with-the-sun.jpg,composition-with-the-sun.jpg
Mordecai Ardon,Letters,N/A,Abstract Art,abstract,N/A,N/A,N/A,N/A,https://uploads1.wikiart.org/images/mordecai-ardon/letters.jpg,letters.jpg
Mordecai Ardon,The Fish and the Moon,N/A,Expressionism,animal painting,oil,N/A,N/A,N/A,https://uploads6.wikiart.org/images/mordecai-ardon/the-fish-and-the-moon.jpg,the-fish-and-the-moon.jpg
Mordecai Ardon,The Western Wall,N/A,Abstract Art,cityscape,N/A,N/A,N/A,N/A,https://uploads1.wikiart.org/images/mordecai-ardon/the-western-wall.jpg,the-western-wall.jpg
Mordecai Ardon,Untitled,N/A,Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads2.wikiart.org/images/mordecai-ardon/untitled.jpg,untitled.jpg
Ulfert Wilke,Untitled,1958,Abstract Expressionism,abstract,lithography,N/A,N/A,N/A,https://uploads5.wikiart.org/images/ulfert-wilke/untitled-1958.jpg,untitled-1958.jpg
Ulfert Wilke,Untitled,1959,Abstract Expressionism,abstract,etching,N/A,N/A,N/A,https://uploads5.wikiart.org/images/ulfert-wilke/untitled-1959.jpg,untitled-1959.jpg
Ulfert Wilke,"Accent on Rhythm, Anchorage",1967,Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads5.wikiart.org/images/ulfert-wilke/accent-on-rhythm-anchorage-1967.jpg,accent-on-rhythm-anchorage-1967.jpg
Ulfert Wilke,California,1967,Abstract Expressionism,abstract,"acrylic, canvas",N/A,N/A,N/A,https://uploads7.wikiart.org/images/ulfert-wilke/california-1967.jpg,california-1967.jpg
Ulfert Wilke,Music to Be Seen (Open Edge Series),1976,Abstract Expressionism,abstract,"acrylic, ink",N/A,N/A,N/A,https://uploads3.wikiart.org/images/ulfert-wilke/music-to-be-seen-open-edge-series-1976.jpg,music-to-be-seen-open-edge-series-1976.jpg
Ulfert Wilke,Without Words VIII,1977,Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads6.wikiart.org/images/ulfert-wilke/without-words-viii-1977.jpg,without-words-viii-1977.jpg
Ulfert Wilke,Five Six and Four (77-654),1977,Abstract Expressionism,abstract,lithography,N/A,N/A,N/A,https://uploads3.wikiart.org/images/ulfert-wilke/five-six-and-four-77-654-1977.jpg,five-six-and-four-77-654-1977.jpg
Ulfert Wilke,Banners: Red and Orange,N/A,Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads5.wikiart.org/images/ulfert-wilke/banners-red-and-orange.jpg,banners-red-and-orange.jpg
Ulfert Wilke,Untitled,N/A,Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads0.wikiart.org/images/ulfert-wilke/untitled.jpg,untitled.jpg
Ulfert Wilke,Untitled,N/A,Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads2.wikiart.org/images/ulfert-wilke/untitled-1.jpg,untitled-1.jpg
Ulfert Wilke,009,N/A,Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads4.wikiart.org/images/ulfert-wilke/009.jpg,009.jpg
Maria Helena Vieira da Silva,Ripolin. The tree prisoner,1932,"Expressionism, Surrealism",figurative,N/A,N/A,N/A,N/A,https://uploads2.wikiart.org/images/maria-helena-vieira-da-silva/ripolin-the-tree-prisoner-1932.jpg,ripolin-the-tree-prisoner-1932.jpg
Maria Helena Vieira da Silva,Cedar,1932,"Expressionism, Surrealism",figurative,N/A,N/A,N/A,N/A,https://uploads0.wikiart.org/images/maria-helena-vieira-da-silva/cedar-1932.jpg,cedar-1932.jpg
Maria Helena Vieira da Silva,Still Life Blue,1932,"Cubism, Expressionism",still life,N/A,N/A,N/A,N/A,https://uploads1.wikiart.org/images/maria-helena-vieira-da-silva/still-life-blue-1932.jpg,still-life-blue-1932.jpg
Maria Helena Vieira da Silva,Villa des Camélias,1932,Expressionism,interior,N/A,N/A,N/A,N/A,https://uploads4.wikiart.org/images/maria-helena-vieira-da-silva/villa-des-cam-lias-1932.jpg,villa-des-cam-lias-1932.jpg
Maria Helena Vieira da Silva,Kô & Kô,1933,"Expressionism, Surrealism",figurative,N/A,N/A,N/A,N/A,https://uploads7.wikiart.org/images/maria-helena-vieira-da-silva/k-k-1933.jpg,k-k-1933.jpg
Maria Helena Vieira da Silva,A Guerra,1942,Abstract Art,N/A,N/A,N/A,N/A,N/A,Not Found,a-guerra-1942.jpg
Maria Helena Vieira da Silva,Self Portrait,1942,Expressionism,self-portrait,N/A,N/A,N/A,N/A,https://uploads8.wikiart.org/images/maria-helena-vieira-da-silva/self-portrait-1942.jpg,self-portrait-1942.jpg
Maria Helena Vieira da Silva,Sofá harpa,c.1942,Expressionism,figurative,N/A,N/A,N/A,N/A,https://uploads8.wikiart.org/images/maria-helena-vieira-da-silva/sof-harpa.jpg,sof-harpa.jpg
Maria Helena Vieira da Silva,A Partida de Xadrez,1943,Surrealism,figurative,N/A,N/A,N/A,N/A,https://uploads0.wikiart.org/images/maria-helena-vieira-da-silva/a-partida-de-xadrez.jpg,a-partida-de-xadrez.jpg
Maria Helena Vieira da Silva,Maisons,1946,Surrealism,cityscape,N/A,N/A,N/A,N/A,https://uploads2.wikiart.org/images/maria-helena-vieira-da-silva/maisons-1946.jpg,maisons-1946.jpg
Maria Helena Vieira da Silva,Enigma,1947,Surrealism,abstract,N/A,N/A,N/A,N/A,https://uploads1.wikiart.org/images/maria-helena-vieira-da-silva/enigma-1947.jpg,enigma-1947.jpg
Maria Helena Vieira da Silva,Bibliothèque,1949,Surrealism,interior,N/A,N/A,N/A,N/A,https://uploads7.wikiart.org/images/maria-helena-vieira-da-silva/biblioth-que-1949.jpg,biblioth-que-1949.jpg
Maria Helena Vieira da Silva,Interieur à la spirale,1949,Tachisme,abstract,N/A,N/A,N/A,N/A,https://uploads6.wikiart.org/images/maria-helena-vieira-da-silva/interieur-la-spirale-1949.jpg,interieur-la-spirale-1949.jpg
Maria Helena Vieira da Silva,Untitled,1949,Tachisme,abstract,N/A,N/A,N/A,N/A,https://uploads3.wikiart.org/images/maria-helena-vieira-da-silva/untitled-1949.jpg,untitled-1949.jpg
Maria Helena Vieira da Silva,La Garde Des Anges,1950,Abstract Art,N/A,N/A,N/A,N/A,N/A,Not Found,la-garde-des-anges-1950.jpg
Maria Helena Vieira da Silva,Untitled,1952,Tachisme,abstract,N/A,N/A,N/A,N/A,https://uploads3.wikiart.org/images/maria-helena-vieira-da-silva/untitled-1952.jpg,untitled-1952.jpg
Maria Helena Vieira da Silva,L`oranger,1954,N/A,N/A,N/A,73 x 92 cm,N/A,N/A,Not Found,l-oranger-1954.jpg
Maria Helena Vieira da Silva,Composition,1955,Tachisme,abstract,N/A,N/A,N/A,N/A,https://uploads6.wikiart.org/images/maria-helena-vieira-da-silva/composition-1955.jpg,composition-1955.jpg
Maria Helena Vieira da Silva,Untitled,1955,Tachisme,abstract,N/A,N/A,N/A,N/A,https://uploads3.wikiart.org/images/maria-helena-vieira-da-silva/untitled-1955.jpg,untitled-1955.jpg
Maria Helena Vieira da Silva,La rue,1956,Tachisme,abstract,N/A,N/A,N/A,N/A,https://uploads1.wikiart.org/images/maria-helena-vieira-da-silva/la-rue-1956.jpg,la-rue-1956.jpg
Maria Helena Vieira da Silva,Blanche,1958,Tachisme,abstract,N/A,N/A,N/A,N/A,https://uploads2.wikiart.org/images/maria-helena-vieira-da-silva/blanche-1958.jpg,blanche-1958.jpg
Maria Helena Vieira da Silva,Untitled,1958,Tachisme,abstract,N/A,N/A,N/A,N/A,https://uploads3.wikiart.org/images/maria-helena-vieira-da-silva/untitled-1958.jpg,untitled-1958.jpg
Maria Helena Vieira da Silva,Janela,1969,N/A,N/A,N/A,184 x 150 cm,N/A,N/A,Not Found,janela-1969.jpg
Maria Helena Vieira da Silva,New Amsterdam II,1970,Abstract Art,N/A,N/A,N/A,N/A,N/A,Not Found,new-amsterdam-ii-1970.jpg
Maria Helena Vieira da Silva,Untitled,1970,Tachisme,abstract,N/A,N/A,N/A,N/A,https://uploads3.wikiart.org/images/maria-helena-vieira-da-silva/untitled-1970.jpg,untitled-1970.jpg
Maria Helena Vieira da Silva,A biblioteca em fogo,1974,Abstract Art,N/A,N/A,N/A,N/A,"Calouste Gulbenkian Museum, Lisbon, Portugal",Not Found,a-biblioteca-em-fogo-1974.jpg
Maria Helena Vieira da Silva,Le theatre PIrandello,1976,Surrealism,interior,N/A,N/A,N/A,N/A,https://uploads7.wikiart.org/images/maria-helena-vieira-da-silva/le-theatre-pirandello-1976.jpg,le-theatre-pirandello-1976.jpg
Maria Helena Vieira da Silva,Untitled,1978,Tachisme,abstract,N/A,N/A,N/A,N/A,https://uploads3.wikiart.org/images/maria-helena-vieira-da-silva/untitled-1978.jpg,untitled-1978.jpg
Maria Helena Vieira da Silva,Passage of the Mirrors,1981,Tachisme,abstract,N/A,N/A,N/A,N/A,https://uploads8.wikiart.org/images/maria-helena-vieira-da-silva/passage-of-the-mirrors-1981.jpg,passage-of-the-mirrors-1981.jpg
Maria Helena Vieira da Silva,Ariadne,1988,Abstract Art,N/A,N/A,N/A,N/A,N/A,Not Found,maria-helena-vieira-da-silva-ariane-1988-1988.jpg
Maria Helena Vieira da Silva,Untitled,1995,Tachisme,abstract,N/A,N/A,N/A,N/A,https://uploads3.wikiart.org/images/maria-helena-vieira-da-silva/untitled-1995.jpg,untitled-1995.jpg
Maria Helena Vieira da Silva,O Naufrágio,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Found,o-naufragio.jpg
Maria Helena Vieira da Silva,Danse,N/A,Tachisme,abstract,N/A,N/A,N/A,N/A,https://uploads4.wikiart.org/images/maria-helena-vieira-da-silva/danse.jpg,danse.jpg
Maria Helena Vieira da Silva,Dislocation du labyrinthe,N/A,Tachisme,abstract,N/A,N/A,N/A,N/A,https://uploads6.wikiart.org/images/maria-helena-vieira-da-silva/dislocation-du-labyrinthe.jpg,dislocation-du-labyrinthe.jpg
Maria Helena Vieira da Silva,Liberté,N/A,Tachisme,abstract,N/A,N/A,N/A,N/A,https://uploads5.wikiart.org/images/maria-helena-vieira-da-silva/libert.jpg,libert.jpg
Maria Helena Vieira da Silva,L'invasion,N/A,Tachisme,abstract,N/A,N/A,N/A,N/A,https://uploads0.wikiart.org/images/maria-helena-vieira-da-silva/l-invasion.jpg,l-invasion.jpg
Maria Helena Vieira da Silva,Venice,N/A,Surrealism,cityscape,N/A,N/A,N/A,N/A,https://uploads5.wikiart.org/images/maria-helena-vieira-da-silva/venice.jpg,venice.jpg
Maria Helena Vieira da Silva,La recólte,N/A,"Cubism, Expressionism",figurative,N/A,N/A,N/A,N/A,https://uploads0.wikiart.org/images/maria-helena-vieira-da-silva/la-rec-lte.jpg,la-rec-lte.jpg
Lee Krasner,Still Life,1938,Abstract Art,still life,N/A,N/A,N/A,N/A,https://uploads6.wikiart.org/images/lee-krasner/still-life-1938.jpg,still-life-1938.jpg
Lee Krasner,Seated Nude,1940,Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads7.wikiart.org/images/lee-krasner/seated-nude-1940.jpg,seated-nude-1940.jpg
Lee Krasner,Noon,1947,Abstract Expressionism,abstract,"oil, linen",N/A,N/A,N/A,https://uploads0.wikiart.org/images/lee-krasner/noon-1947.jpg,noon-1947.jpg
Lee Krasner,Shellflower,1947,Abstract Expressionism,abstract,oil,N/A,N/A,N/A,https://uploads7.wikiart.org/images/lee-krasner/shellflower-1947.jpg,shellflower-1947.jpg
Lee Krasner,Night Light,1948,Abstract Expressionism,abstract,"oil, linen",N/A,N/A,N/A,https://uploads7.wikiart.org/images/lee-krasner/night-light-1948.jpg,night-light-1948.jpg
Lee Krasner,Untitled (from Little Image series),1949,Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads2.wikiart.org/images/lee-krasner/untitled-from-little-image-series-1949.jpg,untitled-from-little-image-series-1949.jpg
Lee Krasner,Untitled,1949,Abstract Expressionism,abstract,"oil, board",N/A,N/A,"Museum of Modern Art (MoMA), New York City, NY, US",https://uploads4.wikiart.org/images/lee-krasner/untitled-1949.jpg,untitled-1949.jpg
Lee Krasner,Number 3 (Untitled),1951,Abstract Expressionism,abstract,oil,209 x 146 cm,N/A,"Museum of Modern Art (MoMA), New York City, NY, US",https://uploads4.wikiart.org/images/lee-krasner/number-3-untitled-1951.jpg,number-3-untitled-1951.jpg
Lee Krasner,Thaw,1957,Abstract Expressionism,abstract,oil,148 x 144 cm,N/A,N/A,https://uploads0.wikiart.org/images/lee-krasner/thaw-1957.jpg,thaw-1957.jpg
Lee Krasner,The Sun Woman II,1958,Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads3.wikiart.org/images/lee-krasner/the-sun-woman-ii-1958.jpg,the-sun-woman-ii-1958.jpg
Lee Krasner,Cool White,1959,Abstract Expressionism,abstract,oil,182.5 x 290 cm,N/A,"National Gallery of Australia (NGA), Canberra, Australia",https://uploads6.wikiart.org/images/lee-krasner/cool-white-1959.jpg,cool-white-1959.jpg
Lee Krasner,Obsidian,1962,Abstract Expressionism,abstract,lithography,N/A,N/A,"Museum of Modern Art (MoMA), New York City, NY, US",https://uploads4.wikiart.org/images/lee-krasner/obsidian-1962.jpg,obsidian-1962.jpg
Lee Krasner,Summer Play,1962,Abstract Expressionism,abstract,"gouache, paper",N/A,N/A,N/A,https://uploads7.wikiart.org/images/lee-krasner/summer-play-1962.jpg,summer-play-1962.jpg
Lee Krasner,Untitled,1964,Abstract Expressionism,abstract,N/A,56 x 77 cm,N/A,N/A,https://uploads4.wikiart.org/images/lee-krasner/untitled-1964.jpg,untitled-1964.jpg
Lee Krasner,Night Creatures,1965,Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads2.wikiart.org/images/lee-krasner/night-creatures-1965.jpg,night-creatures-1965.jpg
Lee Krasner,Gaea,1966,Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads0.wikiart.org/images/lee-krasner/gaea-1966.jpg,gaea-1966.jpg
Lee Krasner,Gold Stone,1969,Abstract Expressionism,abstract,"lithography, paper",58 x 76 cm,N/A,"Ball State University Museum of Art, Muncie, IN, US",https://uploads6.wikiart.org/images/lee-krasner/gold-stone-1969.jpg,gold-stone-1969.jpg
Lee Krasner,Hieroglyphs No. 12,1969,Abstract Expressionism,abstract,"gouache, paper",61 x 48 cm,N/A,N/A,https://uploads4.wikiart.org/images/lee-krasner/hieroglyphs-no-12-1969.jpg,hieroglyphs-no-12-1969.jpg
Lee Krasner,Untitled,1969,Abstract Expressionism,abstract,"ink, watercolor, paper",68.5 x 56.5 cm,N/A,N/A,https://uploads4.wikiart.org/images/lee-krasner/untitled-1969.jpg,untitled-1969.jpg
Lee Krasner,Rising Green,1972,Abstract Expressionism,abstract,"oil, canvas",N/A,N/A,"Metropolitan Museum of Art (Met), New York City, NY, US",https://uploads8.wikiart.org/images/lee-krasner/rising-green-1972.jpg,rising-green-1972.jpg
Lee Krasner,Mysteries,1972,Abstract Expressionism,abstract,N/A,N/A,N/A,N/A,https://uploads5.wikiart.org/images/lee-krasner/mysteries-1972.jpg,mysteries-1972.jpg
Lee Krasner,Embrace,1974,Abstract Expressionism,abstract,screenprint,101 x 63 cm,N/A,N/A,https://uploads3.wikiart.org/images/lee-krasner/embrace-1974.jpg,embrace-1974.jpg
Lee Krasner,Untitled,1942,Abstract Expressionism,N/A,N/A,53.3 x 68.6 cm,N/A,N/A,https://uploads2.wikiart.org/images/lee-krasner/untitled-from-little-image-series-1949.jpg,untitled.jpg
Olga Albizu,Impression #1,1957,Lyrical Abstraction,abstract,N/A,N/A,N/A,N/A,https://uploads8.wikiart.org/images/olga-albizu/impression-1-1957.jpg,impression-1-1957.jpg
Olga Albizu,Lyrical,1957,Lyrical Abstraction,abstract,N/A,N/A,N/A,N/A,https://uploads3.wikiart.org/images/olga-albizu/lyrical-1957.jpg,lyrical-1957.jpg
Olga Albizu,Growth,1960,Lyrical Abstraction,abstract,N/A,N/A,N/A,N/A,https://uploads2.wikiart.org/images/olga-albizu/growth-1960.jpg,growth-1960.jpg
